Cidade;País;Latitude;Longitude;Ano;População
Hiroshima;Japan;34.396775;132.460017;1873;75000
Jammu;India;32.73569;74.86911;1873;41817
Kagoshima;Japan;31.5966;130.557183;1873;24900
Kunming;China;25.03889;102.71833;1873;50000
Matsumae;Japan;41.433333;140.116667;1873;16300
Mosul;Iraq;36335;43.11889;1873;50000
Nagoya;Japan;35.181447;136.906397;1873;130000
Okayama;Japan;34.661753;133.916667;1873;33000
Sendai;Japan;38.266667;140.866667;1873;52000
Tokushima;Japan;34.070269;134.554844;1873;48900
Wakayama;Japan;34.225986;135.167508;1873;62000
Yamaguchi;Japan;34.185956;131.47065;1873;11600
Aksu;China;41.12306;80.26444;1874;24000
Fuzhou;China;26.076111;119.306389;1874;230000
Ioannina;Greece;39.665028;20.853747;1874;16230
Jiujiang;China;29.705078;115.987222;1874;35000
Kashi;China;39.4704;75.989756;1874;35000
Ruse;Bulgaria;43.835572;25.965656;1874;34800
Yarkand;China;38.414289;77.246006;1874;40000
Alexandria;Egypt;31.200092;29.918739;1875;212000
Amsterdam;Netherlands;52.37403;4.88969;1875;289000
Baltimore;United States of America;39.29038;-76.61219;1875;299000
Bangkok;Thailand;13.75398;100.50144;1875;200000
Barcelona;Spain;41.38879;2.15899;1875;240000
Beijing;China;39.9075;116.39723;1875;900000
Berlin;Germany;52.52437;13.41053;1875;1045000
Birmingham;United Kingdom;52.48142;-1.89983;1875;480000
Bordeaux;France;44.84044;-0.5805;1875;228000
Boston;United States of America;42.358431;-71.059772;1875;486000
Bristol;United Kingdom;51.45523;-2.59665;1875;200000
Brussel;Belgium;50.85045;4.34878;1875;327000
Budapest;Hungary;47.49801;19.03991;1875;325000
Buenos Aires;Argentina;-34.61315;-58.37723;1875;213000
Cairo;Egypt;30.06263;31.24967;1875;355000
Calcutta;India;22.56263;88.36304;1875;680000
Chengdu;China;30.66667;104.06667;1875;240000
Chicago;United States of America;41.85003;-87.65005;1875;405000
Cincinnati;United States of America;39162;-84.45689;1875;280000
Copenhagen;Denmark;55.67594;12.56553;1875;241000
Dresden;Germany;51.05089;13.73832;1875;197000
Dublin;Ireland;53.33306;-6.24889;1875;333000
Edinburgh;United Kingdom;55.95206;-3.19648;1875;273000
Fuzhou;China;26.076111;119.306389;1875;230000
Glasgow;United Kingdom;55.86515;-4.25763;1875;635000
Guangzhou;China;23.11667;113.25;1875;670000
Hamburg;Germany;53.57532;10.01534;1875;348000
Hangzhou;China;30.25;120.166667;1875;200000
Havana;Cuba;23.13302;-82.38304;1875;225000
Hyderabad;India;17.38405;78.45636;1875;350000
Istanbul;Turkey;41.005275;28.976944;1875;873000
Leeds;United Kingdom;53.79648;-1.54785;1875;300000
Leipzig;Germany;51.33962;12.37129;1875;209000
Lisbon;Portugal;38.71667;-9.13333;1875;243000
Liverpool;United Kingdom;53.408372;-2.991572;1875;650000
London;United Kingdom;51.511214;-0.119825;1875;4241000
Lucknow;India;26.83928;80.92313;1875;276000
Lyon;France;45.74846;4.84671;1875;356000
Madras;India;13.08784;80.27847;1875;400000
Madrid;Spain;40.416775;-3.703789;1875;373000
Manchester;United Kingdom;53.48095;-2.23743;1875;590000
Mandalay;Myanmar;21.97473;96.08359;1875;200000
Marseille;France;43.29695;5.38107;1875;224000
Melbourne;Australia;-37814;144.96332;1875;222000
Mexico City;Mexico;19.42847;-99.12766;1875;250000
Milan;Italy;45.465453;9.198786;1875;267000
Moscow;Russian Federation;55.75222;37.61556;1875;600000
Mumbai;India;19.07283;72.88261;1875;718000
Munich;Germany;48.136739;11.576756;1875;198000
Naples;Italy;40.851775;14.268122;1875;450000
New Orleans;United States of America;29.95465;-90.07507;1875;210000
New York;United States of America;40.714353;-74.005972;1875;1900000
Osaka;Japan;34.693216;135.502082;1875;320000
Paris;France;48.856614;2.352222;1875;2250000
Philadelphia;United States of America;39.95;-75.1667;1875;791000
Pittsburgh;United States of America;40.44062;-79.99589;1875;205000
Prague;Austria;50.08804;14.42076;1875;240000
Quilon;India;8.88;76.6;1875;14366
Rio de Janeiro;Brazil;-22.90278;-43.2075;1875;274000
Rome;Italy;41.89474;12.4839;1875;252000
Saint Petersburg;Russian Federation;59.89444;30.26417;1875;764000
San Francisco;United States of America;37.77493;-122.419416;1875;214000
Seoul;Republic of Korea;37.56826;126.97783;1875;196000
Shanghai;China;31.22222;121.45806;1875;255000
Sheffield;United Kingdom;53.381128;-1.470086;1875;292000
St. Louis;United States of America;38.626978;-90.199403;1875;338000
Tianjin;China;39.14222;117.17667;1875;250000
Tokyo;Japan;35.6895;139.69171;1875;780621
Turin;Italy;45.07049;7.68682;1875;192000
Vienna;Austria;48.20849;16.37208;1875;1020000
Warsaw;Poland;52.22977;21.01178;1875;311000
Wroclaw;Germany;51.116667;17.033333;1875;239000
Wuhan;China;30.58333;114.26667;1875;200000
Xian;China;34.341485;108.940404;1875;251000
Asyut;Egypt;27.18096;31.18368;1876;28000
Goa;India;15.299333;74124;1876;14134
Arakan;Myanmar;19.810092;93.987842;1877;2068
Nara City;Japan;34.685333;135.832742;1877;22746
Nis;Serbia;43.319381;21.896328;1877;12817
Kerman;Iran;30.28321;57.07879;1878;41170
Nanjing;China;32.05;118.766667;1878;130000
Nanning;China;22.81667;108.31667;1878;40000
Pegu;Myanmar;17.333333;96.483333;1878;4337
Fuzhou;China;26.076111;119.306389;1879;240000
Kabul;Afghanistan;34.52813;69.17233;1879;50000
Sarajevo;Bosnia and Herzegovina;43.84864;18.35644;1879;21377
Urumqi;China;43.825644;87.616822;1879;20000
Xiamen;China;24.47979;118.08187;1879;88000
Dali;China;25.606486;100.267638;1880;23000
Guatemala City;Guatemala;14.64072;-90.51327;1880;59039
Guayaquil;Ecuador;-2.18194;-79.89167;1880;36000
Hanzhong;China;33.066667;107.016667;1880;80000
Ikoso;Guinea;8.666667;3.383333;1880;40000
Jakarta;Indonesia;-6.21462;106.84513;1880;96957
Kukukhoto;China;40.842585;111.749181;1880;30000
Luanda;Angola;-8.838333;13.23444;1880;14000
Musumba;Democratic Republic of the Congo;-8.559167;22.6825;1880;30000
Ngornu;Nigeria;12.714444;13.702778;1880;20000
Surakarta;Indonesia;-7.55611;110.83167;1880;124041
Wuhu;China;31.33728;118.37351;1880;92000
Yogyakarta;Indonesia;-7.797139;110.368833;1880;44999
Amroha;India;28.90314;78.46984;1881;36145
Arcot;India;12.90569;79.31897;1881;10718
Aurangabad;India;19.876165;75.343314;1881;30219
Bharatpur;India;27.21731;77.49009;1881;66163
Bhimavaram;India;16.54541;81.531578;1881;9730
Bogota;Columbia;4.598056;-74.075833;1881;84723
Gulbarga;India;17.33764;76.83787;1881;22384
Gwalior;India;26.22982;78.17337;1881;88066
Ho Chi Minh;Vietnam;10.823099;106.628767;1881;53273
Hyderabad;India;17.38405;78.45636;1881;367417
Jodhpur;India;26.26841;73.00594;1881;63329
Nicosia;Cyprus;35.16667;33.36667;1881;14940
Pyongyang;Dem. People's Republic of Korea;39.03385;125.75432;1881;75938
Seoul;Republic of Korea;37.56826;126.97783;1881;199127
Shenyang;China;41.79222;123.43278;1881;30000
Tabriz;Iran;38.08;46.2919;1881;165000
Thanjavur;India;10.786999;79.137827;1881;54745
Ujjain;India;23.18239;75.77643;1881;32932
Vellore;India;12.9184;79.13255;1881;37490
Vijayawada;India;16.506174;80.648015;1881;9336
Yangzhou;China;32.4;119.416667;1881;60000
Esfahan;Iran;32.651389;51.679192;1882;73654
Semarang;Indonesia;-6.9932;110.4203;1882;65000
Surabaya;Indonesia;-7.24917;112.75083;1882;121047
Wenzhou;China;27.99942;120.66682;1882;57000
Ho Chi Minh;Vietnam;10.823099;106.628767;1883;53273
Srinagar;India;34.08842;74.80298;1883;153460
Kaesong;Dem. People's Republic of Korea;37.97083;126.55444;1884;29870
Shiraz;Iran;29.61031;52.53114;1884;53607
Istanbul;Turkey;41.005275;28.976944;1885;873565
Kokand;Uzbekistan;40.533261;70.932342;1885;54043
Kush;Egypt;18.53;31.84;1885;10282
Marrakech;Morocco;31.63416;-7.99994;1885;55000
Phnom Penh;Cambodia;11.56245;104.91601;1885;32500
Achin;Indonesia;5.55;95.316667;1886;30000
La Paz;Bolivia;-16.5;-68.15;1886;56800
Sana'a ;Yemen;15.35472;44.20667;1887;25000
Yadz;Iran;31.896611;54.360681;1888;50000
Xiangtan;China;27.85;112.9;1889;65000
Ankara;Turkey;39.91987;32.85427;1890;27825
Chongqing;China;29.56301;106.551557;1890;109000
Khovd;Mongolia;48.004167;91.640556;1890;6000
Oudong;Cambodia;11.819431;104.742897;1890;16000
Ouro Preto;Brazil;-20.39484;-43.50517;1890;17860
Taiyuan;China;37.87059;112.548879;1890;50000
Tianjin;China;39.14222;117.17667;1890;569445
Amarapura;Myanmar;21.892983;96.05;1891;11004
Chhapra;India;25.7848;84.7274;1891;56000
Chinkiang;China;32.2;119.416667;1891;135000
Hanoi;Vietnam;21.033333;105.85;1891;51000
Hyderabad;India;17.38405;78.45636;1891;415039
Bursa;Turkey;40.19266;29.08403;1892;76303
Karaman;Turkey;37.18111;33215;1892;7500
Kayseri;Turkey;38.73222;35.48528;1892;71000
Jakarta;Indonesia;-6.21462;106.84513;1893;110000
Hue;Vietnam;16.46667;107.6;1894;50325
Pochow;China;33.8772222;115.7702778;1894;54000
Guangzhou;China;23.11667;113.25;1895;550000
Ougadougou;Burkina Faso;12.364636;-1.533864;1895;5000
Sarajevo;Bosnia and Herzegovina;43.84864;18.35644;1895;41543
Tunis;Tunisia;36.818811;10.165961;1895;153000
Wenzhou;China;27.99942;120.66682;1895;80000
Asyut;Egypt;27.18096;31.18368;1897;42100
Bukhara;Uzbekistan;39.765869;64.422347;1897;68000
Fua;Egypt;31.207161;29.960322;1897;9900
Xiamen;China;24.47979;118.08187;1897;96370
Wuhu;China;31.33728;118.37351;1898;80750
A Coruna;Spain;43.362344;-8.41154;1900;43000
Aachen;Germany;50.77664;6.08342;1900;135000
Aalborg;Denmark;57048;9.9187;1900;34000
Aarhus;Denmark;56.162939;10.203921;1900;51000
Abeokuta;Nigeria;7.15;3.35;1900;60000
Aberdeen;United Kingdom;57.14369;-2.09814;1900;150000
Abo;Finland;60.449325;22.259231;1900;38000
Adana;Turkey;37.00167;35.32889;1900;30000
Addis Ababa;Ethiopia;9.02497;38.74689;1900;35000
Adelaide;Australia;-34.92866;138.59863;1900;159000
Aden;Yemen;12.77944;45.03667;1900;35000
Agra;India;27.18333;78.01667;1900;186000
Aguascalientes;Mexico;21.88234;-102.28259;1900;35000
Ahmedabad;India;23.039568;72.566004;1900;181000
Ahmednagar;India;19.095208;74.749592;1900;41000
Ajmer;India;26.44976;74.64116;1900;73000
Akron;United States of America;41.0731;-81.5178;1900;42000
Akyab;Myanmar;20.144444;92.896944;1900;35000
Albany;United States of America;42.652578;-73.756233;1900;99000
Aldershot;United Kingdom;51.24827;-0.76389;1900;30000
Aleppo;Syria;36.216667;37.166667;1900;130000
Alessandria;Italy;44.91245;8.61894;1900;48000
Alexandria;Egypt;31.200092;29.918739;1900;314000
Algiers;Algiers;36.7525;3.04197;1900;140000
Alicante;Spain;38.34517;-0.48149;1900;39000
Aligarh;India;27.88334;78.07475;1900;69000
Allahabad;India;25.44894;81.83328;1900;172000
Allentown;United States of America;40.17789;-74.58349;1900;35000
Almeria;Spain;36.83814;-2.45974;1900;47000
Alost;Belgium;50.93781;4.040952;1900;30000
Altenburg;Germany;50985;12.433333;1900;37000
Altoona;United States of America;40.518681;-78.394736;1900;38000
Alwar;India;27.56246;76625;1900;56000
Amiens;France;49892;2299;1900;90000
Amravati;India;20.9258;77.7647;1900;34000
Amritsar;India;31.63661;74.87476;1900;159000
Amroha;India;28.90314;78.46984;1900;39000
Amsterdam;Netherlands;52.37403;4.88969;1900;510000
Ancona;Italy;43.59816;13.51008;1900;34000
Andizhan;Uzbekistan;40.783333;72.333333;1900;55000
Andria;Italy;41.23063;16.29087;1900;47000
Angers;France;47.46667;-0.55;1900;82000
Angouleme;France;45.65;0.15;1900;32000
Anqing;China;30.50917;117.05056;1900;70000
Antananarivo;Madagascar;-18.914812;47.531623;1900;54000
Antwerp;Belgium;51.219217;4.402883;1900;361000
Arad;Romania;46.18333;21.31667;1900;53000
Arnhem;Netherlands;51.98;5.91111;1900;57000
Arrah;India;25.34;84.4;1900;45000
Astrakhan;Russian Federation;46.366681;48.083239;1900;121000
Asuncion;Paraguay;-25.30066;-57.63591;1900;51000
Asyut;Egypt;27.18096;31.18368;1900;42000
Athens;Greece;37.97945;23.71622;1900;181000
Atlanta;United States of America;33749;-84.38798;1900;90000
Auburn;United States of America;32.587778;-85.480833;1900;30000
Auckland;New Zealand;-36.86667;174.76667;1900;65000
Augsberg;Germany;48.371444;10.898239;1900;102000
Augusta;United States of America;33.473498;-82.010515;1900;39000
Aurangabad;India;19.876165;75.343314;1900;36000
Avignon;France;43.94834;4.80892;1900;46000
Aydin;Turkey;37.84501;27.83963;1900;35000
Azemmour;Morocco;33.287778;-8.342222;1900;10000
Badajoz;Spain;38.87789;-6.97061;1900;30000
Baghdad;Iraq;33.34058;44.40088;1900;145000
Baku;Azerbaijan;40.37767;49.89201;1900;179000
Ballarat;Australia;-37.56622;143.84957;1900;43000
Baltimore;United States of America;39.29038;-76.61219;1900;508000
Bamberg;Germany;49.89873;10.90067;1900;41000
Bangalore;India;12.97194;77.59369;1900;161000
Bangkok;Thailand;13.75398;100.50144;1900;267000
Baoding;China;38.873891;115.464806;1900;80000
Barcelona;Spain;41.38879;2.15899;1900;552000
Bareilly;India;28.34702;79.42193;1900;130000
Bari;Italy;41.117142;16.871872;1900;77000
Barletta;Italy;41.31183;16.29077;1900;40000
Barnsley;United Kingdom;53.55;-1.48333;1900;40000
Barquisimeto;Venezuela;10.07389;-69.32278;1900;32000
Barranquilla;Colombia;10.96854;-74.78132;1900;30000
Barrow;United States of America;71.29058;-156.78872;1900;56000
Basel;Switzerland;47.5584;7.57327;1900;109000
Bassein;Myanmar;16.774168;94.731666;1900;31000
Bath;United Kingdom;51.37795;-2.35907;1900;60000
Bauchi;Nigeria;10.315833;9.844167;1900;50000
Bay City;United States of America;43.59505;-83.888639;1900;40000
Beijing;China;39.9075;116.39723;1900;1100000
Belem;Brazil;-1.455833;-48.503889;1900;96000
Belfast;Ireland;54.597283;-5.930117;1900;335000
Belgaum;India;15.85212;74.50447;1900;37000
Belgorod-Dnestrovskiy;Ukraine;46.183333;30.333333;1900;32000
Belgrade;Serbia;44.80401;20.46513;1900;69000
Bellary;India;15.14575;76.91751;1900;58000
Bendery;Republic of Moldova;46.83056;29.47111;1900;33000
Bendigo;Australia;-36.75818;144.28024;1900;30000
Berdychiv;Ukraine;49.907903;28.587936;1900;58000
Bergen;Norway;60.391264;5.322053;1900;72000
Bergisch Gladbach;Germany;51.2;7.116667;1900;92000
Berlin;Germany;52.52437;13.41053;1900;2707000
Bern;Switzerland;46.94809;7.44744;1900;64000
Bernburg;Germany;51.797014;11.73421;1900;34000
Beruit;Lebanon;33.888629;35.495479;1900;118000
Berwick-upon-Tweed;United Kingdom;55771;-2007;1900;30000
Besancon;France;47.24878;6.01815;1900;55000
Beziers;France;43.34762;3.21899;1900;52000
Bhagalpur;India;25.24446;86.97183;1900;75000
Bhaktapur;Nepal;27.672222;85.427778;1900;35000
Bharatpur;India;27.21731;77.49009;1900;45000
Bhavnagar;India;21.77446;72.1525;1900;56000
Bhiwani;India;28.79194;76.14108;1900;35000
Bialystok;Poland;53.13333;23.16433;1900;65000
Bida;Nigeria;9.08333;6.01667;1900;60000
Bielefeld;Germany;52.03333;8.53333;1900;63000
Bihar;India;25.096074;85.313119;1900;45000
Bikaner;India;28.02094;73.30749;1900;52000
Bilbao;Spain;43.26271;-2.92528;1900;83000
Binghamton;United States of America;42.09869;-75.91797;1900;39000
Birmingham;United Kingdom;52.48142;-1.89983;1900;1248000
Birmingham;United States of America;33.520661;-86.80249;1900;55000
Bitlis;Turkey;38.40115;42.10784;1900;38000
Blackburn;United Kingdom;53.748578;-2.487536;1900;126000
Blackpool;United Kingdom;53.81667;-3.05;1900;43000
Blagoveshchensk;Russian Federation;50.272776;127.540406;1900;37000
Bobruysk;Belarus;53.15;29.233333;1900;35000
Bogota;Columbia;4.598056;-74.075833;1900;110000
Bologna;Italy;44.49381;11.33875;1900;132000
Bolton;United Kingdom;53.58333;-2.43333;1900;168000
Bonn;Germany;50.73438;7.09548;1900;59000
Bordeaux;France;44.84044;-0.5805;1900;304000
Borinage;Belgium;50.617619;3.345133;1900;70000
Boston;United States of America;42.358431;-71.059772;1900;1075000
Boulogne;France;50.7264;1.6147;1900;49000
Bourges;France;47.08333;2.4;1900;39000
Bournemouth;United Kingdom;50.72048;-1.8795;1900;46000
Bradford;United Kingdom;53.79391;-1.75206;1900;303000
Braila;Romania;45.26667;27.98333;1900;58000
Brandenburg;Germany;52.416667;12.533333;1900;49000
Brasov;Romania;45.666667;25.616667;1900;34000
Brasov;Romania;45.655651;25.6108;1900;60000
Bratislava;Slovakia;48.145892;17.107136;1900;61000
Braunschweig;Germany;52.268875;10.526769;1900;128000
Bremen;Germany;53.07516;8.80777;1900;182000
Bremerhaven;Germany;53.55021;8.57674;1900;64000
Brescia;Italy;45.52478;10.22727;1900;48000
Brest;Belarus;52.133333;23.666667;1900;43000
Brest;France;48.3908;-4.486075;1900;103000
Bridgeport;United States of America;41.1864;-73.1956;1900;71000
Brighton;United Kingdom;50.822531;-0.137164;1900;158000
Brisbane;Australia;-27.46794;153.02809;1900;118000
Bristol;United Kingdom;51.45523;-2.59665;1900;320000
Broach;India;21.724644;73.002294;1900;42000
Brockton;United States of America;42.08343;-71.01838;1900;40000
Brugge;Belgium;51.210819;3.224936;1900;53000
Brunn;Austria;49.2;16.6167;1900;137000
Brussel;Belgium;50.85045;4.34878;1900;561000
Bucharest;Romania;44.43225;26.10626;1900;282000
Budapest;Hungary;47.49801;19.03991;1900;785000
Budaun;India;28.0362;79.12631;1900;38000
Buenos Aires;Argentina;-34.61315;-58.37723;1900;806000
Buffalo;United States of America;42.9047;-78.8494;1900;360000
Burgos;Spain;42.35;-3.7;1900;31000
Burnley;United Kingdom;53.8;-2.23333;1900;96000
Bursa;Turkey;40.19266;29.08403;1900;71000
Bury;United Kingdom;53593;-2298;1900;57000
Busan;Republic of Korea;35.179554;129.075642;1900;73000
Bydgoszcz;Poland;53.116667;18;1900;52000
Cadiz;Spain;36.52978;-6.29465;1900;113000
Caen;France;49.18585;-0.35912;1900;42000
Cagliari;Italy;39.20738;9.13462;1900;53000
Cairo;Egypt;30.06263;31.24967;1900;595000
Calais;France;50.9581;1.85205;1900;59000
Calcutta;India;22.56263;88.36304;1900;1085000
Calicut;India;11.258753;75.78041;1900;75000
Caltanissetta;Italy;37.490112;14.062893;1900;32000
Cambay;India;22.313114;72.619408;1900;31000
Cambridge;United Kingdom;52205;119;1900;38000
Canton;United States of America;40805;-81.375833;1900;30000
Cape Town;South Africa;-33.92584;18.42322;1900;148000
Caracas;Venezuela;10.48801;-66.87919;1900;82000
Cardiff;Wales;51.481581;-3.17909;1900;169000
Carlisle;United Kingdom;54.8951;-2.9382;1900;45000
Cartagena;Spain;37.625683;-0.996583;1900;78000
Cassel;France;50.80109;2.48527;1900;106000
Catania;Italy;37.50213;15.08719;1900;138000
Cerignola;Italy;41.26403;15.90046;1900;31000
Ceske Budejovice;Czech Republic;48.974722;14.474722;1900;39000
Changsha;China;28.196111;112.972222;1900;220000
Changteh;China;28.228209;112.938814;1900;40000
Chaozhou;China;23.67;116.63;1900;40000
Charleston;United States of America;32.7833;-79.9333;1900;58000
Chattanooga;United States of America;35.04563;-85.30968;1900;30000
Chefoo;China;37535;121.389167;1900;35000
Cheltenham;United Kingdom;51.883333;-2.066667;1900;48000
Chemnitz;Germany;50.83333;12.91667;1900;206000
Chengdu;China;30.66667;104.06667;1900;300000
Cherbourg;France;49.639093;-1.625298;1900;42000
Chernivtsi;Ukraine;48.291683;25.935217;1900;67000
Chester;United Kingdom;53.1903;-2.8916;1900;38000
Chhapra;India;25.7848;84.7274;1900;47000
Chicago;United States of America;41.85003;-87.65005;1900;1717000
Chihuahua;Mexico;28.63333;-106.08333;1900;30000
Chillan;Chile;-36.60664;-72.10344;1900;34000
Chinkiang;China;32.2;119.416667;1900;168000
Chisinau;Republic of Moldova;47.026858;28.84155;1900;125000
Chongqing;China;29.56301;106.551557;1900;180000
Christchurch;New Zealand;-43.532054;172.636225;1900;55000
Cincinnati;United States of America;39162;-84.45689;1900;417000
Clermont;France;45.7831;3.0824;1900;52000
Cleveland;United States of America;41.499495;-81.695409;1900;385000
Cluj-Napoca;Romania;46.777248;23.59989;1900;46000
Coatbridge;United Kingdom;55.86216;-4.02469;1900;57000
Coimbatore;India;11.00555;76.96612;1900;52000
Colchester;United Kingdom;51.88921;0.90421;1900;38000
Colmar;France;48.08333;7.36667;1900;36000
Cologne;Germany;50.937531;6.960278;1900;437000
Colombo;Sri Lanka;6.9344;79.8428;1900;152000
Columbus;United States of America;39.961176;-82.998794;1900;125000
Concepcion;Chile;-36.818938;-73.050319;1900;53000
Constantine;Algeria;36365;6.61472;1900;52000
Copenhagen;Denmark;55.67594;12.56553;1900;462000
Cordoba;Argentina;-31.4135;-64.18105;1900;49000
Cordoba;Spain;38.046133;-4.893564;1900;52000
Cork;Ireland;51.89797;-8.47061;1900;76000
Cottbus;Germany;51.75769;14.32888;1900;39000
Coventry;United Kingdom;52.40656;-1.51217;1900;68000
Craiova;Romania;44.333333;23.816667;1900;45000
Cremona;Italy;45.13617;10.02797;1900;31000
Crewe;United Kingdom;53.09787;-2.44161;1900;41000
Cuddalore;India;11.74629;79.76436;1900;51000
Cuenca;Ecuador;-2.8992;-79.0153;1900;30000
Cuiaba;Brazil;-15.598917;-56.094894;1900;34000
Curitiba;Brazil;-25.42778;-49.27306;1900;49000
Cuttack;India;20.46497;85.87927;1900;51000
Czestochowa;Poland;50.79646;19.12409;1900;53000
Dali;China;25.606486;100.267638;1900;31000
Dallas;United States of America;32.78014;-96.800451;1900;42000
Damascus;Syria;33.5102;36.29128;1900;165000
Darbhanga;India;26.15216;85.89707;1900;66000
Darlington;United Kingdom;54527;-1.5526;1900;43000
Darmstadt;Germany;49.87056;8.64944;1900;72000
Datong;China;40.083333;113.3;1900;55000
Daugavpils;Latvia;55875;26.535556;1900;73000
Davenport;United States of America;41.5431;-90.5908;1900;71000
Dayton;United States of America;39.11284;-84.47272;1900;85000
Debrecen;Hungary;47.53333;21.63333;1900;72000
Delft;Netherlands;52.00667;4.35556;1900;31000
Delhi;India;28.65381;77.22897;1900;207000
Denver;United States of America;39.737567;-104.984718;1900;133000
Dera Ismail Khan;Pakistan;31.83269;70.9024;1900;31000
Derby;United Kingdom;52.922531;-1.474619;1900;112000
Des Moines;United States of America;41.60054;-93.60911;1900;62000
Dessau-Rosslau;Germany;51.83864;12.24555;1900;50000
Detroit;United States of America;42.33143;-83.04575;1900;297000
Dewsbury;United Kingdom;53.69076;-1.62907;1900;57000
Dhaka;India;23.709921;90.407143;1900;90000
Dharwad;India;15.364708;75.123955;1900;31000
Dienne;Senegal;15.033366;-16.350122;1900;6000
Dijon;France;47.31667;5.01667;1900;71000
Dikwa;Nigeria;12.02396;13.91646;1900;50000
Dnipropetrovsk;Ukraine;48.464717;35.046183;1900;135000
Dordrecht;Netherlands;51.81;4.67361;1900;38000
Dortmund;Germany;51.51494;7466;1900;142000
Dover;United Kingdom;51.13333;1.3;1900;40000
Dresden;Germany;51.05089;13.73832;1900;540000
Dublin;Ireland;53.33306;-6.24889;1900;382000
Dubuque;United States of America;42.50056;-90.66457;1900;36000
Duluth;United States of America;46.786672;-92.100485;1900;84000
Dumyat;Egypt;31.41648;31.81332;1900;30000
Dundee;United Kingdom;56.5;-2.96667;1900;160000
Dunedin;New Zealand;-45.87416;170.50361;1900;51000
Dunkerque;France;51.0383;2.3775;1900;70000
Durango;Mexico;24.016667;-104.666667;1900;31000
Durban;South Africa;-29.8579;31.0292;1900;56000
Dusseldorf;Germany;51.22172;6.77616;1900;213000
Eastbourne;United Kingdom;50.76871;0.28453;1900;42000
Edessa;Turkey;37.15;38.8;1900;55000
Edinburgh;United Kingdom;55.95206;-3.19648;1900;400000
Edirne;Turkey;41.681808;26.562269;1900;81000
Eisenach;Germany;50.9807;10.31522;1900;31000
Elblag;Poland;54.166667;19.4;1900;52000
Elmira;United States of America;42.0898;-76.80773;1900;37000
Erfurt;Germany;50.9787;11.03283;1900;85000
Erzurum;Turkey;39.90861;41.27694;1900;48000
Esfahan;Iran;32.651389;51.679192;1900;80000
Etawah;India;26.7778;79.02159;1900;42000
Evansville;United States of America;37.97476;-87.55585;1900;59000
Exeter;United Kingdom;50.7236;-3.52751;1900;54000
Faiyum;Egypt;29.308374;30.844105;1900;32000
Faizabad;India;26.779386;82.142169;1900;75000
Fall River;United States of America;41.70149;-71.15505;1900;104000
Farrukhabad;India;27.39048;79.58006;1900;68000
Ferrara;Italy;44.82678;11.62071;1900;33000
Fez;Morocco;34.033333;-5.01;1900;96000
Firozpur;India;30.918094;74.616113;1900;49000
Fitchburg;United States of America;42.58342;-71.8023;1900;31000
Flensburg;Germany;54.78431;9.43961;1900;48000
Florence;Italy;43.771033;11248;1900;203000
Florianopolis;Brazil;-27.59667;-48.54917;1900;32000
Foggia;Italy;41.46093;15.54925;1900;47000
Folkestone;United Kingdom;51.08333;1.18333;1900;30000
Forst;Germany;51.73544;14.63971;1900;32000
Fort Wayne;United States of America;41.1306;-85.12886;1900;45000
Fortaleza;Brazil;-3.71722;-38.54306;1900;48000
Frankfurt am Main;Germany;50.110922;8.682128;1900;350000
Frankfurt/Oder;Germany;52.34249;14.538127;1900;61000
Freetown;Sierra Leone;8.43194;-13.28972;1900;34000
Freiberg;Germany;50.91089;13.33881;1900;30000
Freiburg im Breisgau;Germany;47.9959;7.85222;1900;61000
Fukui;Japan;36.065178;136.221527;1900;46000
Fukuoka;Japan;33.591389;130.414722;1900;67000
Furth;Germany;49.477117;10.988667;1900;54000
Fuzhou;China;26.076111;119.306389;1900;250000
Galati;Romania;45.42572;28.031044;1900;62000
Galle;Sri Lanka;6.0367;80217;1900;37000
Galveston;United States of America;29.281111;-94.825833;1900;37000
Ganja;Azerbaijan;40.682778;46.360556;1900;33000
Gaya;India;24.79686;85.00385;1900;71000
Gdansk;Poland;54.352025;18.64663;1900;140000
Geneva;Switzerland;46.198392;6.142297;1900;112000
Genova;Italy;44.40565;8.946256;1900;269000
Gent;Belgium;51.053469;3.730378;1900;198000
Georgetown;Guyana;6.8;-58.166667;1900;53000
Gera;Germany;50.88029;12.08187;1900;45000
Ghazipur;India;25.58052;83.58058;1900;39000
Gibraltar;Britain  ;36.14474;-5.35257;1900;59000
Gifu;Japan;35.423298;136.760654;1900;32000
Glasgow;United Kingdom;55.86515;-4.25763;1900;1015000
Gliwice;Poland;50.294491;18.671384;1900;386000
Gloucester;United Kingdom;51.87;-2.24;1900;47000
Gomel;Belarus;52.445278;30.984167;1900;45000
Gorakhpur;India;26.760555;83.373168;1900;64000
Gorlitz;Germany;51.150627;14.968707;1900;80000
Goteborg;Sweden;57.70887;11.97456;1900;130000
Gotha;Germany;50.94823;10.70193;1900;34000
Gottingen;Germany;51.53933;9.93406;1900;30000
Granada;Spain;37.177336;-3.598558;1900;75000
Grand Rapids;United States of America;42.96336;-85.66809;1900;87000
Graz;Austria;47.06667;15.45;1900;138000
Great Yarmouth;United Kingdom;52.60831;1.73052;1900;51000
Greenock;United Kingdom;55.94838;-4.76121;1900;67000
Grenoble;France;45.16667;5.71667;1900;68000
Grimsby;United Kingdom;53.56539;-0.07553;1900;62000
Grodno;Belarus;53.666667;23.833333;1900;43000
