UF;Cidade;PIB;População (2009);PIB percapita
BAHIA;Carinhanha;96256.83;30240;3183.10
MINAS GERAIS;Araponga;42462.02;8328;5098.71
MINAS GERAIS;Iapu;53168.58;11501;4622.95
RIO GRANDE DO SUL;Tupanci do Sul;22554.50;1781;12663.95
SÃO PAULO;Descalvado;626799.81;30867;20306.47
SANTA CATARINA;Erval Velho;55751.59;4195;13290.01
MARANHÃO;Maracaçumé;65045.11;18414;3532.37
BAHIA;Serra Preta;50307.50;16168;3111.55
PARANÁ;Balsa Nova;266858.50;11252;23716.54
SÃO PAULO;Cruzália;56480.70;2356;23973.13
PARANÁ;Tomazina;67385.46;8808;7650.48
MINAS GERAIS;Riacho dos Machados;53384.82;9716;5494.53
MINAS GERAIS;Cana Verde;41001.45;5915;6931.78
PIAUÍ;Sigefredo Pacheco;29965.80;9846;3043.45
MARANHÃO;Senador La Rocque;87790.46;19359;4534.87
SÃO PAULO;Arco-Íris;40812.22;2010;20304.59
MINAS GERAIS;Pirajuba;168040.41;4059;41399.46
RIO GRANDE DO SUL;São Pedro das Missões;22753.23;2051;11093.73
PARAÍBA;São José do Sabugi;18278.13;4115;4441.83
RIO DE JANEIRO;Paracambi;397847.47;45016;8837.91
PARANÁ;Guarapuava;2424968.75;172728;14039.23
GOIÁS;Itaberaí;504516.19;32356;15592.66
MINAS GERAIS;Carmópolis de Minas;167493.75;16624;10075.42
RONDÔNIA;Novo Horizonte do Oeste;113287.52;9720;11655.10
PARAÍBA;Sertãozinho;23744.63;4411;5383.05
SÃO PAULO;Espírito Santo do Turvo;99085.34;4428;22377.00
PARANÁ;Esperança Nova;16553.71;1836;9016.18
MINAS GERAIS;Andradas;408386.53;36633;11148.05
PERNAMBUCO;Terezinha;26299.46;6774;3882.41
SÃO PAULO;Regente Feijó;287317.22;17725;16209.72
SÃO PAULO;Buritama;230596.78;15636;14747.81
PARANÁ;Ventania;103164.28;11239;9179.13
PARÁ;São João de Pirabas;66196.48;19900;3326.46
PIAUÍ;Pau D'Arco do Piauí;11536.63;3903;2955.84
MATO GROSSO;Figueirópolis D'Oeste;42954.47;3656;11749.03
PARÁ;Santa Bárbara do Pará;59371.12;14740;4027.89
GOIÁS;Montividiu;364961.09;9965;36624.29
MARANHÃO;Riachão;151116.20;21672;6972.88
RIO GRANDE DO SUL;Gentil;43079.92;1574;27369.71
CEARÁ;São João do Jaguaribe;37256.61;8500;4383.13
PARANÁ;Bela Vista da Caroba;34405.11;4176;8238.77
PARANÁ;Porecatu;112631.17;14189;7937.92
PARAÍBA;Riachão;14446.04;3564;4053.32
MINAS GERAIS;São Sebastião do Paraíso;909921375.00;64800;14042.00
RIO GRANDE DO NORTE;Pedro Avelino;32851.05;7559;4345.95
SÃO PAULO;Guarulhos;32473828.00;1299283;24993.65
SANTA CATARINA;Chapecó;4348897.50;174187;24966.83
BAHIA;Itapé;40550.72;10630;3814.74
RIO GRANDE DO SUL;Ibarama;53799.26;4443;12108.77
PARAÍBA;Prata;18086.51;4057;4458.10
PARANÁ;Rosário do Ivaí;41184.69;5813;7084.93
RIO DE JANEIRO;Porciúncula;190635.20;18444;10335.89
PERNAMBUCO;Carpina;427632.94;68070;6282.25
RIO GRANDE DO SUL;Nova Ramada;51088.56;2464;20733.99
SÃO PAULO;Borá;50332.71;837;60134.66
BAHIA;Pilão Arcado;97126.45;34466;2818.04
RORAIMA;Iracema;71115.27;6250;11378.44
BAHIA;Ipirá;245887.94;62197;3953.37
MATO GROSSO;São José do Rio Claro;270494.75;18637;14513.86
RIO GRANDE DO SUL;Jacuizinho;44878.17;2765;16230.80
RIO GRANDE DO SUL;Mariana Pimentel;44338.71;4173;10625.14
GOIÁS;Jandaia;116923.84;6596;17726.48
SERGIPE;Barra dos Coqueiros;168902.94;19998;8445.99
PARÁ;Santa Cruz do Arari;22389.12;6280;3565.15
PARANÁ;Amaporã;55568.54;5447;10201.68
MINAS GERAIS;Alvorada de Minas;20812.61;3588;5800.62
PIAUÍ;Matias Olímpio;28146.18;10863;2591.01
SÃO PAULO;José Bonifácio;741693375.00;32551;22785.58
SERGIPE;Moita Bonita;49436.91;11269;4386.98
MINAS GERAIS;Tabuleiro;24435.87;4068;6006.85
PARAÍBA;Curral Velho;10982.77;2886;3805.53
TOCANTINS;Praia Norte;31729.90;7310;4340.62
RIO GRANDE DO NORTE;Maxaranguape;45616.96;9371;4867.89
PARANÁ;São Carlos do Ivaí;132456.75;5990;22112.98
PARÁ;Garrafão do Norte;74992.08;25538;2936.49
SÃO PAULO;Santa Mercedes;21907.96;2596;8439.12
PARAÍBA;João Pessoa;8638329.00;702235;12301.19
MATO GROSSO DO SUL;Glória de Dourados;93563.38;9894;9456.58
SÃO PAULO;Rinópolis;90292.93;9385;9620.98
SÃO PAULO;Pradópolis;574455.50;16619;34566.19
GOIÁS;Itapirapuã;85750.17;7792;11004.90
MARANHÃO;Timon;715426625.00;150635;4749.41
BAHIA;Igrapiúna;137953.75;13268;10397.48
MINAS GERAIS;Manhuaçu;1108459.75;78605;14101.64
MARANHÃO;Paulino Neves;51447.19;13355;3852.28
BAHIA;Jussara;43503.54;15204;2861.32
PIAUÍ;Uruçuí;562296375.00;19811;28383.04
PARAÍBA;Borborema;23961.56;5186;4620.43
RIO GRANDE DO NORTE;Lucrécia;17092.45;3550;4814.77
MARANHÃO;Brejo;126317.10;32453;3892.31
PARAÍBA;Juarez Távora;27525.33;7603;3620.33
SÃO PAULO;Artur Nogueira;485116.69;43499;11152.36
PERNAMBUCO;Ingazeira;21623.85;4561;4741.03
ACRE;Rodrigues Alves;153169.61;13460;11379.61
MINAS GERAIS;Itabira;3415340.00;110419;30930.73
MINAS GERAIS;São José do Alegre;24601.56;4066;6050.56
SÃO PAULO;Santo Antônio da Alegria;95156.82;6346;14994.77
RIO GRANDE DO NORTE;Presidente Juscelino;35337.00;8703;4060.32
MINAS GERAIS;Bandeira;25582.24;5521;4633.63
RIO GRANDE DO SUL;Santiago;496870.47;51160;9712.09
PARAÍBA;Santa Luzia;69040.33;14752;4680.07
PIAUÍ;Cristalândia do Piauí;26303.83;8177;3216.81
CEARÁ;Paramoti;41914.28;12130;3455.42
SANTA CATARINA;Lebon Régis;126825.78;12134;10452.10
SÃO PAULO;Capivari;884417375.00;46331;19089.11
MATO GROSSO;São Félix do Araguaia;166486.00;11257;14789.55
TOCANTINS;Caseara;35086.31;4927;7121.23
MARANHÃO;Imperatriz;2000734.50;236691;8452.94
PARANÁ;Bandeirantes;292894.50;32994;8877.20
MINAS GERAIS;Alpercata;40111.56;7252;5531.10
MINAS GERAIS;Santa Luzia;1786026125.00;231607;7711.45
MINAS GERAIS;Glaucilândia;17455.43;3072;5682.11
MINAS GERAIS;Santo Antônio do Aventureiro;22728.76;3600;6313.54
RIO GRANDE DO SUL;Tenente Portela;142915875.00;14253;10027.07
PARÁ;Itaituba;604472.25;127848;4728.05
RIO GRANDE DO SUL;Porto Vera Cruz;22020.05;2038;10804.73
MATO GROSSO;Vila Bela da Santíssima Trindade;193655.09;14523;13334.37
PARANÁ;Quatro Barras;530300625.00;19277;27509.50
CEARÁ;Fortaleza;31789186.00;2505552;12687.50
SANTA CATARINA;Palmeira;44152.43;2456;17977.38
RIO GRANDE DO SUL;Salvador do Sul;139793.52;7165;19510.61
GOIÁS;Caiapônia;271639.34;16559;16404.33
MARANHÃO;Loreto;83674.09;10701;7819.28
MINAS GERAIS;Santa Juliana;283207.69;11571;24475.65
RIO GRANDE DO SUL;Novo Hamburgo;4499416.00;257746;17456.78
BAHIA;Ibicaraí;100709.27;24569;4099.04
PARÁ;São João do Araguaia;42977.30;11923;3604.57
PERNAMBUCO;Exu;122558.08;31086;3942.55
MINAS GERAIS;Caparaó;43127.43;4991;8641.04
SÃO PAULO;Quadra;52995.96;2789;19001.78
RIO GRANDE DO SUL;Fagundes Varela;52356.00;2607;20082.85
SERGIPE;Itabaianinha;182475.31;38850;4696.92
SÃO PAULO;Juquiá;145942.48;19585;7451.75
SÃO PAULO;Palmital;406439.09;22323;18207.19
ALAGOAS;Coité do Nóia;31372.48;11127;2819.49
RONDÔNIA;Rio Crespo;89956.92;3290;27342.53
MARANHÃO;Presidente Sarney;63821.51;16325;3909.43
RIO DE JANEIRO;Duque de Caxias;25747558.00;872762;29501.24
PARANÁ;Querência do Norte;122119.84;12306;9923.60
MATO GROSSO DO SUL;Itaporã;230821.45;19390;11904.15
SERGIPE;UMBAÚBA;118739.95;21397;5549.37
MINAS GERAIS;Central de Minas;37185.73;6821;5451.65
SERGIPE;Aquidabã;103898.78;19890;5223.67
MINAS GERAIS;Canápolis;262747.75;11865;22144.77
GOIÁS;Itajá;63981.13;5528;11574.01
PIAUÍ;Tamboril do Piauí;9977.36;3037;3285.27
SÃO PAULO;Cravinhos;425249.72;30849;13784.88
MINAS GERAIS;Gurinhatã;88027.00;6228;14134.07
MINAS GERAIS;Fronteira dos Vales;21192.49;4980;4255.52
PARANÁ;Reserva do Iguaçu;65388.60;7449;8778.17
MARANHÃO;Raposa;100919.59;25837;3906.01
AMAZONAS;Santo Antônio do Içá;94013.00;30351;3097.53
BAHIA;Cocos;135027.50;17923;7533.76
SANTA CATARINA;Macieira;27063.53;1787;15144.67
BAHIA;Luís Eduardo Magalhães;1888228125.00;52054;36274.41
BAHIA;Camaçari;12158915.00;234558;51837.56
RIO GRANDE DO SUL;Maçambará;134769.14;4375;30804.37
BAHIA;Itaberaba;338606.16;61490;5506.69
GOIÁS;Varjão;28725.77;3806;7547.50
MINAS GERAIS;Verdelândia;64725.09;8514;7602.20
MINAS GERAIS;Berizal;17727.66;4655;3808.31
SÃO PAULO;Paulistânia;23322.51;1909;12217.14
BAHIA;Entre Rios;248541.80;40524;6133.20
CEARÁ;Quixadá;392364.25;80447;4877.30
GOIÁS;Moiporá;17579.02;1865;9425.75
RIO DE JANEIRO;Paraty;532311375.00;35730;14898.16
CEARÁ;Senador Pompeu;106628.20;25263;4220.73
RIO GRANDE DO NORTE;Cruzeta;48400.61;8029;6028.22
CEARÁ;Itarema;159949.25;36536;4377.85
MINAS GERAIS;Belmiro Braga;32526.00;3079;10563.82
MINAS GERAIS;Espinosa;136152.84;32461;4194.35
PARANÁ;Imbaú;65769.68;12040;5462.60
PARANÁ;Doutor Ulysses;83953.41;6145;13662.07
RIO GRANDE DO SUL;Quinze de Novembro;78385.88;3678;21312.10
AMAZONAS;Beruri;78535.74;14705;5340.75
BAHIA;Santo Antônio de Jesus;835156.69;88768;9408.31
RIO GRANDE DO SUL;Cerro Grande;23237.74;2659;8739.28
MINAS GERAIS;Indianópolis;286319625.00;6671;42920.05
RIO GRANDE DO SUL;Humaitá;71322.45;4999;14267.34
MINAS GERAIS;Mateus Leme;337752.53;26862;12573.62
SANTA CATARINA;Imaruí;128429.41;11677;10998.49
RIO GRANDE DO SUL;Dois Irmãos;555140.31;26421;21011.33
BAHIA;Paramirim;78535.03;20870;3763.06
MINAS GERAIS;Congonhas do Norte;20813.00;5335;3901.22
SÃO PAULO;Lagoinha;48048.42;4909;9787.82
RONDÔNIA;Guajará-Mirim;489898.81;40762;12018.52
ALAGOAS;Craíbas;73514.79;23294;3155.95
BAHIA;Feira da Mata;30380.33;6562;4629.74
MARANHÃO;Trizidela do Vale;80588.13;19104;4218.39
SÃO PAULO;Embu;3698098.00;248722;14868.40
SANTA CATARINA;São Martinho;49147.95;3281;14979.56
MINAS GERAIS;Governador Valadares;2845814.00;263274;10809.32
BAHIA;Candiba;43417.87;12821;3386.47
RIO GRANDE DO SUL;Vista Alegre do Prata;25530.92;1505;16964.07
SÃO PAULO;Barra do Turvo;44993.55;7699;5844.08
RIO GRANDE DO NORTE;São João do Sabugi;30413.18;5953;5108.88
RIO GRANDE DO SUL;Erechim;2099846.25;97916;21445.38
MATO GROSSO;Santo Afonso;37953.70;2944;12891.88
BAHIA;Andaraí;48729.02;14609;3335.55
PARAÍBA;Cacimba de Areia;14722625.00;3604;4085.08
GOIÁS;Trombas;22239.46;3683;6038.41
MINAS GERAIS;São Roque de Minas;101647.86;6301;16132.02
PIAUÍ;Batalha;81977.69;26681;3072.51
ALAGOAS;Belo Monte;30603.26;7510;4075.00
AMAZONAS;Manicoré;239006.19;46773;5109.92
PERNAMBUCO;São Bento do Una;267400.34;49372;5416.03
TOCANTINS;Monte Santo do Tocantins;17881.97;1914;9342.72
RIO GRANDE DO SUL;Imbé;188084.27;16301;11538.20
MINAS GERAIS;Piedade do Rio Grande;173165.03;4871;35550.20
MARANHÃO;São Mateus do Maranhão;117996.62;39622;2978.06
RIO GRANDE DO NORTE;Passa e Fica;48088.02;10954;4390.00
GOIÁS;Araçu;31861.69;3946;8074.43
SÃO PAULO;Taiúva;54916.61;5505;9975.77
RIO GRANDE DO NORTE;Barcelona;17381.98;4042;4300.34
MINAS GERAIS;Coromandel;475813.28;28296;16815.57
RIO GRANDE DO SUL;Campos Borges;46183.65;3693;12505.73
PARANÁ;Itaperuçu;174329.20;23501;7417.95
MARANHÃO;Pedreiras;215696.48;38934;5540.05
RIO GRANDE DO SUL;Pantano Grande;144975.22;9794;14802.45
BAHIA;Pé de Serra;57215.68;14788;3869.06
MARANHÃO;Paulo Ramos;90368.52;16236;5565.93
RIO GRANDE DO SUL;Salvador das Missões;63773.17;2671;23876.14
RIO GRANDE DO SUL;Segredo;83060.38;7301;11376.58
RIO DE JANEIRO;Niterói;10800670.00;479384;22530.31
MARANHÃO;Balsas;1120221375.00;83617;13397.05
BAHIA;Boa Nova;50579.98;15427;3278.67
PERNAMBUCO;Brejão;50748.40;9780;5189.00
MINAS GERAIS;Piedade dos Gerais;27067.94;4762;5684.15
PARÁ;Tracuateua;69502.98;27825;2497.86
RIO GRANDE DO NORTE;Antônio Martins;29558.56;7245;4079.86
SANTA CATARINA;Saudades;138512.80;8929;15512.69
MARANHÃO;Governador Newton Bello;52123.24;11642;4477.17
RIO GRANDE DO SUL;Taquara;563392.44;55473;10156.16
MINAS GERAIS;Cambuí;326565.72;26365;12386.33
MARANHÃO;Cantanhede;59457.31;19564;3039.12
MINAS GERAIS;Carmésia;13151.90;2712;4849.52
RONDÔNIA;Cacaulândia;102527.71;5736;17874.43
SÃO PAULO;Urânia;87492.98;9007;9713.89
GOIÁS;Cachoeira Alta;132794.64;8235;16125.64
MATO GROSSO;Sinop;1813363.25;114051;15899.58
TOCANTINS;Campos Lindos;226778.23;8079;28070.09
PARANÁ;Jundiaí do Sul;35101.27;3777;9293.43
MINAS GERAIS;Rio Acima;85513.75;8685;9846.14
SANTA CATARINA;Governador Celso Ramos;117229.25;12704;9227.74
MINAS GERAIS;Itaúna;1224195625.00;85838;14261.70
MARANHÃO;Igarapé do Meio;75123.78;12291;6112.10
GOIÁS;Água Fria de Goiás;89004.45;5318;16736.45
MATO GROSSO;Novo Santo Antônio;18348.64;2325;7891.89
RIO GRANDE DO NORTE;Grossos;92027.87;9886;9308.91
ALAGOAS;Coqueiro Seco;19754.61;5525;3575.50
PIAUÍ;Jacobina do Piauí;21993.23;5831;3771.78
RIO GRANDE DO SUL;Três Arroios;34917.93;3079;11340.67
MINAS GERAIS;Rio Doce;16774.28;2656;6315.62
PARÁ;Jacundá;221262.14;55900;3958.18
RIO GRANDE DO NORTE;Coronel Ezequiel;24485.14;5399;4535.13
RIO GRANDE DO NORTE;Lagoa Nova;54598.98;13718;3980.10
CEARÁ;Baixio;22142.48;5991;3695.96
SANTA CATARINA;Riqueza;55484.09;5126;10824.05
PARANÁ;Nova Esperança;312743.09;26591;11761.24
RIO GRANDE DO SUL;Ibirapuitã;55098.29;4315;12769.01
RONDÔNIA;Parecis;83712.19;4802;17432.77
BAHIA;Barra da Estiva;127462.85;20537;6206.50
CEARÁ;Catarina;47258.05;18010;2623.99
ESPIRITO SANTO;Anchieta;2193130.75;20226;108431.27
BAHIA;Filadélfia;53721.96;16215;3313.10
SÃO PAULO;Roseira;240654.06;9527;25260.21
RIO GRANDE DO SUL;Arroio do Meio;527789875.00;19059;27692.42
PERNAMBUCO;Araçoiaba;54776.20;17484;3132.93
PARÁ;Igarapé-Miri;156092.75;57003;2738.33
BAHIA;Serrolândia;45652.42;12665;3604.61
PARANÁ;Ribeirão Claro;116140.80;11246;10327.30
MATO GROSSO;Rio Branco;44930.54;5208;8627.22
PERNAMBUCO;Quipapá;98738.22;25603;3856.51
SÃO PAULO;Tabatinga;163077.95;14876;10962.49
MATO GROSSO;Alto Boa Vista;53055.69;5475;9690.54
ESPIRITO SANTO;Santa Leopoldina;109372.30;12743;8582.93
SANTA CATARINA;Navegantes;911398.50;57324;15899.07
SÃO PAULO;Porto Ferreira;889695.19;51090;17414.27
PARAÍBA;Dona Inês;40716.37;11142;3654.31
MINAS GERAIS;Pratinha;61587.05;3435;17929.27
PARANÁ;São José da Boa Vista;64582.86;6320;10218.81
MINAS GERAIS;Dom Cavati;28930.48;5811;4978.57
AMAZONAS;São Gabriel da Cachoeira;202045.27;41885;4823.81
PARANÁ;Moreira Sales;145827.89;13238;11015.86
PARAÍBA;São José do Bonfim;12397.72;3314;3741.01
TOCANTINS;Piraquê;30794.63;3127;9847.98
CEARÁ;Crateús;331236.41;75249;4401.87
PERNAMBUCO;Paranatama;52088.42;12441;4186.84
RIO DE JANEIRO;Cordeiro;199012.97;19902;9999.65
CEARÁ;Campos Sales;98834.73;26417;3741.33
GOIÁS;Iaciara;82438.88;12855;6412.98
PARAÍBA;Santa Inês;14049.64;3834;3664.49
RIO GRANDE DO SUL;Rondinha;82017.52;5736;14298.73
PARANÁ;Mariluz;75293.66;10861;6932.48
RIO GRANDE DO SUL;Lavras do Sul;143841.16;8399;17125.99
SÃO PAULO;Águas de Lindóia;172769.06;16341;10572.73
PIAUÍ;Nossa Senhora de Nazaré;14816.16;4192;3534.39
GOIÁS;Jaraguá;299434.41;41772;7168.30
BAHIA;Jitaúna;57266.84;16365;3499.35
RIO GRANDE DO SUL;Paim Filho;53447.82;4526;11809.06
MINAS GERAIS;Aiuruoca;52582.87;6210;8467.45
MINAS GERAIS;Felisburgo;32274.11;7024;4594.83
RIO GRANDE DO SUL;Nova Hartz;323488.78;17772;18202.16
MINAS GERAIS;Conceição da Barra de Minas;27938.49;4077;6852.71
PARANÁ;Colorado;382881.75;21789;17572.25
MINAS GERAIS;Santa Rita do Sapucaí;597007375.00;36150;16514.73
BAHIA;Lapão;109688.24;26616;4121.14
PARAÍBA;Boa Vista;65828.15;5908;11142.20
MINAS GERAIS;Itabirito;817722.00;43832;18655.82
RIO GRANDE DO NORTE;Natal;10369581.00;806203;12862.25
PIAUÍ;Alto Longá;41034.56;14147;2900.58
ESPIRITO SANTO;Domingos Martins;308253.09;32455;9497.86
PERNAMBUCO;São Benedito do Sul;38045.49;10838;3510.38
PARANÁ;Palmital;107584.82;15548;6919.53
GOIÁS;Jesúpolis;13105.00;2296;5707.75
MINAS GERAIS;Astolfo Dutra;127486.66;13109;9725.12
PARAÍBA;São José de Espinharas;24638.58;5045;4883.76
BAHIA;Anguera;26372.32;9826;2683.93
GOIÁS;Damianópolis;17035.70;3678;4631.78
SERGIPE;Ilha das Flores;38105.63;8906;4278.65
MARANHÃO;Santa Rita;99755.24;32872;3034.66
BAHIA;Caetanos;30036.11;12307;2440.57
RIO GRANDE DO SUL;Tupandi;114727.69;3931;29185.37
PARAÍBA;Água Branca;34446.61;9581;3595.30
MARANHÃO;Alcântara;65418.30;22020;2970.86
BAHIA;Paratinga;96737.98;29874;3238.20
PIAUÍ;SimõEs;58005.26;14167;4094.39
SANTA CATARINA;Canelinha;101460.00;10168;9978.36
MINAS GERAIS;Divino;106150.02;20099;5281.36
BAHIA;Floresta Azul;42329.94;10364;4084.32
MATO GROSSO;Jaciara;382745.56;25922;14765.28
CEARÁ;Pires Ferreira;31351.40;9857;3180.62
RIO GRANDE DO NORTE;Tibau do Sul;71593.45;11707;6115.44
MARANHÃO;Dom Pedro;79900.61;22086;3617.70
SÃO PAULO;Saltinho;107210.80;7149;14996.62
MINAS GERAIS;Mato Verde;58693.71;12957;4529.88
AMAZONAS;São Sebastião do Uatumã;32970.35;9268;3557.44
MATO GROSSO;Acorizal;51665.80;5659;9129.85
ALAGOAS;Mar Vermelho;15055.92;4131;3644.62
MINAS GERAIS;São João Nepomuceno;177288.11;26160;6777.07
MINAS GERAIS;Conceição do Rio Verde;113550.90;13244;8573.76
MINAS GERAIS;Paiva;11832.64;1687;7014.01
SÃO PAULO;Nova Castilho;26578.26;1122;23688.29
MINAS GERAIS;Bom Despacho;499249.78;44265;11278.66
RIO GRANDE DO SUL;Candelária;409361.72;30423;13455.67
BAHIA;Santa Teresinha;33876.70;10546;3212.28
SÃO PAULO;Ribeirão Branco;203091.00;18607;10914.76
SANTA CATARINA;Rio Negrinho;531999.81;44633;11919.43
CEARÁ;Orós;91515.42;21784;4201.04
PERNAMBUCO;Macaparana;96728.01;24031;4025.13
PARÁ;São Domingos do Araguaia;92794.30;22063;4205.88
ALAGOAS;Jaramataia;23547.15;6140;3835.04
PARÁ;Pacajá;158200.59;41953;3770.90
SÃO PAULO;Indaiatuba;5156607.50;183803;28055.08
SANTA CATARINA;Dona Emma;46140.11;3583;12877.51
SANTA CATARINA;Atalanta;50381.98;3402;14809.52
PARANÁ;Mamborê;263614625.00;14332;18393.43
RIO GRANDE DO SUL;São Martinho da Serra;66114.04;3579;18472.77
PERNAMBUCO;Custódia;161101.58;33874;4755.91
SÃO PAULO;Cabrália Paulista;113450.77;4369;25967.22
SÃO PAULO;Itaóca;21155.92;3143;6731.12
PARANÁ;Almirante Tamandaré;577882.25;97523;5925.60
ESPIRITO SANTO;Nova Venécia;465862.75;46354;10050.11
RIO GRANDE DO NORTE;Cerro Corá;50042.42;11235;4454.15
MINAS GERAIS;Cruzília;104239.12;15373;6780.66
GOIÁS;Cavalcante;186038.58;10398;17891.77
BAHIA;São José da Vitória;20077.57;6270;3202.16
GOIÁS;Campos Belos;104675.78;19166;5461.54
GOIÁS;Nova Glória;60245.74;8632;6979.35
TOCANTINS;Natividade;63293.34;9396;6736.20
MINAS GERAIS;Arinos;113755.68;18153;6266.49
MARANHÃO;Parnarama;120248.41;36300;3312.63
ALAGOAS;Feira Grande;67006.55;21824;3070.32
PIAUÍ;Elesbão Veloso;54116.53;14490;3734.75
MINAS GERAIS;Tumiritinga;34187.11;6198;5515.83
MINAS GERAIS;Francisco Dumont;28876.15;4987;5790.28
MINAS GERAIS;Vieiras;29292.23;3899;7512.76
PARANÁ;Figueira;60627.41;8485;7145.25
MINAS GERAIS;Antônio Prado de Minas;14403.47;2070;6958.20
MARANHÃO;São Vicente Ferrer;39492.96;20463;1929.97
SANTA CATARINA;Jupiá;28970.69;2185;13258.89
PARÁ;Cametá;328735.41;117099;2807.33
MINAS GERAIS;Engenheiro Caldas;56074.14;10908;5140.64
PERNAMBUCO;Itambé;175518.52;36126;4858.51
SÃO PAULO;Guaiçara;130954.99;11206;11686.15
PARAÍBA;Santa Cruz;25700.44;6677;3849.10
MATO GROSSO DO SUL;Rochedo;80849.76;4480;18046.82
PARAÍBA;Remígio;69606.35;17423;3995.08
GOIÁS;Ceres;193604.69;19069;10152.85
PARÁ;Maracanã;94502.71;29417;3212.52
CEARÁ;Maranguape;643602.69;110523;5823.25
MINAS GERAIS;Belo Vale;47929.60;7470;6416.28
CEARÁ;Barroquinha;53454.81;15558;3435.84
MINAS GERAIS;Itabirinha;50568.87;10819;4674.08
PIAUÍ;São João da Canabrava;15651.92;4511;3469.72
SÃO PAULO;Borebi;34413.14;2349;14650.13
RIO GRANDE DO SUL;Sinimbu;121152.41;10706;11316.31
MINAS GERAIS;Simonésia;96474.93;17933;5379.74
BAHIA;Remanso;155141.33;39705;3907.35
MINAS GERAIS;Poços de Caldas;2818455.75;151449;18609.93
MINAS GERAIS;Carvalhos;26771.08;4735;5653.87
MINAS GERAIS;Sabinópolis;87639.68;16326;5368.11
MINAS GERAIS;Minas Novas;120427.39;31647;3805.33
RONDÔNIA;Pimenteiras do Oeste;68966.14;2415;28557.41
PARANÁ;Boa Ventura de São Roque;88497.15;6964;12707.80
MINAS GERAIS;Bela Vista de Minas;57826.42;10333;5596.29
MINAS GERAIS;Aracitaba;15587.88;1885;8269.43
TOCANTINS;Babaçulândia;93242.99;10698;8715.93
TOCANTINS;Pugmil;32357.93;2252;14368.53
PARANÁ;Jataizinho;81946.61;11604;7061.93
PARAÍBA;Santarém;11645.21;2749;4236.16
RIO DE JANEIRO;Santo Antônio de Pádua;515187.91;42405;12149.23
SÃO PAULO;Boituva;1223898125.00;44906;27254.67
MINAS GERAIS;Salinas;237517.86;38789;6123.33
SÃO PAULO;Campo Limpo Paulista;838058875.00;74863;11194.57
RIO DE JANEIRO;Maricá;1079824375.00;123492;8744.08
TOCANTINS;Wanderlândia;66966.77;9493;7054.33
RIO GRANDE DO SUL;Aceguá;115000.70;4347;26455.19
MARANHÃO;Água Doce do Maranhão;37689.30;12460;3024.82
MINAS GERAIS;Angelândia;47678.96;8571;5562.82
RIO GRANDE DO SUL;Cristal;93160.72;7393;12601.21
GOIÁS;Santa Rosa de Goiás;20780.69;2765;7515.62
MATO GROSSO DO SUL;Iguatemi;215600.44;15222;14163.74
MINAS GERAIS;Catas Altas;70746.10;4795;14754.14
BAHIA;Maragogipe;178405.58;43921;4061.97
MINAS GERAIS;Brasilândia de Minas;134720.11;13593;9910.99
RIO GRANDE DO NORTE;Caraúbas;156053.31;20471;7623.14
RIO GRANDE DO SUL;Caxias do Sul;12509582.00;410166;30498.83
SÃO PAULO;Onda Verde;129986.50;4005;32456.05
MINAS GERAIS;Santana de Cataguases;19561.34;3785;5168.12
AMAPÁ;Serra do Navio;109795.30;3982;27572.90
RIO GRANDE DO SUL;Seberi;137429.22;11098;12383.24
RIO GRANDE DO SUL;Dois Irmãos das Missões;47824.69;2444;19568.20
BAHIA;Novo Triunfo;36864.13;14763;2497.06
PIAUÍ;Baixa Grande do Ribeiro;187569125.00;10804;17361.08
SANTA CATARINA;Balneário Gaivota;63575.94;7959;7987.93
RIO GRANDE DO SUL;Gramado dos Loureiros;21962.38;2399;9154.80
BAHIA;Jiquiriçá;50515.63;13772;3668.00
RIO GRANDE DO SUL;Paraíso do Sul;99716.12;7643;13046.72
SANTA CATARINA;Pinhalzinho;397378125.00;15692;25323.61
TOCANTINS;Araguaçu;106934.73;9225;11591.84
BAHIA;Ituaçu;82193.36;18772;4378.51
TOCANTINS;Talismã;36111.78;2663;13560.56
SÃO PAULO;Martinópolis;292783.41;25533;11466.86
SÃO PAULO;Aguaí;476532.66;32101;14844.79
MARANHÃO;Pio Xii;70833.76;22220;3187.84
MINAS GERAIS;Lassance;127364.87;6651;19149.73
MINAS GERAIS;Ouro Verde de Minas;29680.80;7215;4113.76
MINAS GERAIS;Bom Repouso;84637.83;10826;7818.02
SÃO PAULO;Taquaritinga;644853.56;55662;11585.17
MINAS GERAIS;Serra dos Aimorés;85138.17;8667;9823.26
SÃO PAULO;Jaú;1760822.50;135546;12990.59
PARÁ;Goianésia do Pará;127624.23;29164;4376.09
PARANÁ;Nova Aliança do Ivaí;21147.48;1434;14747.20
SÃO PAULO;Dois Córregos;363964.34;26040;13977.13
GOIÁS;Aurilândia;34192.82;3709;9218.88
SÃO PAULO;Iaras;51714.51;5658;9140.07
BAHIA;Paulo Afonso;1743769875.00;106703;16342.28
MINAS GERAIS;Guaxupé;1037274.19;49719;20862.73
TOCANTINS;Brasilândia do Tocantins;26675.77;2208;12081.42
PERNAMBUCO;Cumaru;65920.32;13812;4772.68
SÃO PAULO;Cafelândia;192295.00;16778;11461.14
BAHIA;Barreiras;1693253625.00;137832;12284.91
PARÁ;Santa Isabel do Pará;277844.91;55570;4999.91
